foodId,brandName,productName,petType,caloriesPer100g,proteinG,fatG,carbohydrateG,imageUrl,purchaseUrl
243,벨포아(Bellfor),홀리스틱 가금류,DOG,330.00,27.00,14.00,32.00,https://s3.ap-northeast-2.amazonaws.com/storage.b-flow.io/24072564/%EB%B2%A8%ED%8F%AC%EC%95%84%20%EC%8D%B8%EB%84%A4%EC%9D%BC.jpg,https://search.shopping.naver.com/search/all?query=%EB%B2%A8%ED%8F%AC%EC%95%84%20%ED%99%80%EB%A6%AC%EC%8A%A4%ED%8B%B1%20%EA%B0%80%EA%B8%88%EB%A5%98
244,웰츠(Wealtz),독 퍼피,DOG,368.00,30.00,15.00,36.00,http://img.dogpre.com/web/dogpre/product/48/47489_detail_01494397.jpg,https://search.shopping.naver.com/search/all?query=%EC%9B%B0%EC%B8%A0%20%EB%8F%85%20%ED%8D%BC%ED%94%BC
245,퓨어비타(PureVita),캣 그레인프리 연어&완두콩,CAT,370.00,38.00,16.00,12.00,https://ep-cdn.011st.com/11dims/resize/900x900/quality/75/11src/product/9054791006/B.webp?724802130,https://search.shopping.naver.com/search/all?query=%ED%93%A8%EC%96%B4%EB%B9%84%ED%83%80%20%EC%BA%A3%20%EA%B7%B8%EB%A0%88%EC%9D%B8%ED%94%84%EB%A6%AC%20%EC%97%B0%EC%96%B4%26%EC%99%84%EB%91%90%EC%BD%A9
246,내추럴발란스(Natural Balance),어덜트 치킨앤브라운라이스 미디엄 독,DOG,346.00,23.00,12.00,41.00,https://img.funnc.com/mobile/dogpre/product/80/79642_detailView_01807059.png,https://search.shopping.naver.com/search/all?query=%EB%82%B4%EC%B6%94%EB%9F%B4%EB%B0%9C%EB%9E%80%EC%8A%A4%20%EC%96%B4%EB%8D%9C%ED%8A%B8%20%EC%B9%98%ED%82%A8%EC%95%A4%EB%B8%8C%EB%9D%BC%EC%9A%B4%EB%9D%BC%EC%9D%B4%EC%8A%A4%20%EB%AF%B8%EB%94%94%EC%97%84%20%EB%8F%85
247,내추럴발란스(Natural Balance),어덜트 살몬앤브라운라이스 캣,CAT,355.00,32.00,12.00,31.00,https://img.funnc.com/mobile/dogpre/product/80/79642_detailView_01807059.png,https://search.shopping.naver.com/search/all?query=%EB%82%B4%EC%B6%94%EB%9F%B4%EB%B0%9C%EB%9E%80%EC%8A%A4%20%EC%96%B4%EB%8D%9C%ED%8A%B8%20%EC%82%B4%EB%AA%AC%EC%95%A4%EB%B8%8C%EB%9D%BC%EC%9A%B4%EB%9D%BC%EC%9D%B4%EC%8A%A4%20%EC%BA%A3
248,메릭(Merrick),그레인프리 텍사스 스타일 바베큐,DOG,373.00,35.00,16.00,29.00,https://img.danuri.io/catalog-image/864/517/005/4a55b6902642498bb4245e08bb502252.jpg,https://search.shopping.naver.com/search/all?query=%EB%A9%94%EB%A6%AD%20%EA%B7%B8%EB%A0%88%EC%9D%B8%ED%94%84%EB%A6%AC%20%ED%85%8D%EC%82%AC%EC%8A%A4%20%EC%8A%A4%ED%83%80%EC%9D%BC%20%EB%B0%94%EB%B2%A0%ED%81%90
249,메릭(Merrick),클래식 그레인프리 리얼 치킨앤스위트포테이토,DOG,367.00,30.00,14.00,35.00,https://img.danuri.io/catalog-image/864/517/005/4a55b6902642498bb4245e08bb502252.jpg,https://search.shopping.naver.com/search/all?query=%EB%A9%94%EB%A6%AD%20%ED%81%B4%EB%9E%98%EC%8B%9D%20%EA%B7%B8%EB%A0%88%EC%9D%B8%ED%94%84%EB%A6%AC%20%EB%A6%AC%EC%96%BC%20%EC%B9%98%ED%82%A8%EC%95%A4%EC%8A%A4%EC%9C%84%ED%8A%B8%ED%8F%AC%ED%85%8C%EC%9D%B4%ED%86%A0
250,메릭(Merrick),그레인프리 퓨어 비스트로 치킨 캣,CAT,370.00,38.00,15.00,20.00,https://img.danuri.io/catalog-image/864/517/005/4a55b6902642498bb4245e08bb502252.jpg,https://search.shopping.naver.com/search/all?query=%EB%A9%94%EB%A6%AD%20%EA%B7%B8%EB%A0%88%EC%9D%B8%ED%94%84%EB%A6%AC%20%ED%93%A8%EC%96%B4%20%EB%B9%84%EC%8A%A4%ED%8A%B8%EB%A1%9C%20%EC%B9%98%ED%82%A8%20%EC%BA%A3
251,아이암스(Iams),어덜트 치킨 스몰앤미디엄브리드,DOG,362.00,27.00,15.00,38.00,https://cdn.dailyvet.co.kr/wp-content/uploads/2024/07/02195757/20240702mars_iams.jpg,https://search.shopping.naver.com/search/all?query=%EC%95%84%EC%9D%B4%EC%95%94%EC%8A%A4%20%EC%96%B4%EB%8D%9C%ED%8A%B8%20%EC%B9%98%ED%82%A8%20%EC%8A%A4%EB%AA%B0%EC%95%A4%EB%AF%B8%EB%94%94%EC%97%84%EB%B8%8C%EB%A6%AC%EB%93%9C
252,아이암스(Iams),퍼피 치킨 스몰앤미디엄브리드,DOG,372.00,28.00,16.00,37.00,https://cdn.dailyvet.co.kr/wp-content/uploads/2024/07/02195757/20240702mars_iams.jpg,https://search.shopping.naver.com/search/all?query=%EC%95%84%EC%9D%B4%EC%95%94%EC%8A%A4%20%ED%8D%BC%ED%94%BC%20%EC%B9%98%ED%82%A8%20%EC%8A%A4%EB%AA%B0%EC%95%A4%EB%AF%B8%EB%94%94%EC%97%84%EB%B8%8C%EB%A6%AC%EB%93%9C
253,퓨리나 원(Purina ONE),어덜트 치킨앤라이스 독,DOG,362.00,30.00,15.00,38.00,https://www.purinapetcare.co.kr/data/files/thumb1_8fe2686a7113e03380ff8dd86740f0d5.jpg,https://search.shopping.naver.com/search/all?query=%ED%93%A8%EB%A6%AC%EB%82%98%20%EC%9B%90%20%EC%96%B4%EB%8D%9C%ED%8A%B8%20%EC%B9%98%ED%82%A8%EC%95%A4%EB%9D%BC%EC%9D%B4%EC%8A%A4%20%EB%8F%85
254,퓨리나 원(Purina ONE),인도어 어덜트 참치앤라이스 캣,CAT,371.00,34.00,13.00,36.00,http://www.purinapetcare.co.kr/data/files/0e4d95e2578dc34f6a6aa5c935ae2788.png,https://search.shopping.naver.com/search/all?query=%ED%93%A8%EB%A6%AC%EB%82%98%20%EC%9B%90%20%EC%9D%B8%EB%8F%84%EC%96%B4%20%EC%96%B4%EB%8D%9C%ED%8A%B8%20%EC%B0%B8%EC%B9%98%EC%95%A4%EB%9D%BC%EC%9D%B4%EC%8A%A4%20%EC%BA%A3
255,어스본 홀리스틱(Earthborn Holistic),시갈 베이 (살몬&허링),DOG,343.00,25.00,13.00,37.00,https://img.danuri.io/catalog-image/750/555/007/bff3c181bdf04050affb4ac04118cf61.jpg,https://search.shopping.naver.com/search/all?query=%EC%96%B4%EC%8A%A4%EB%B3%B8%20%ED%99%80%EB%A6%AC%EC%8A%A4%ED%8B%B1%20%EC%8B%9C%EA%B0%88%20%EB%B2%A0%EC%9D%B4%20%28%EC%82%B4%EB%AA%AC%26%ED%97%88%EB%A7%81%29
256,어스본 홀리스틱(Earthborn Holistic),그레이트 플레인스 피스트 (들소&램),DOG,360.00,28.00,14.00,35.00,https://img.danuri.io/catalog-image/750/555/007/bff3c181bdf04050affb4ac04118cf61.jpg,https://search.shopping.naver.com/search/all?query=%EC%96%B4%EC%8A%A4%EB%B3%B8%20%ED%99%80%EB%A6%AC%EC%8A%A4%ED%8B%B1%20%EA%B7%B8%EB%A0%88%EC%9D%B4%ED%8A%B8%20%ED%94%8C%EB%A0%88%EC%9D%B8%EC%8A%A4%20%ED%94%BC%EC%8A%A4%ED%8A%B8%20%28%EB%93%A4%EC%86%8C%26%EB%9E%A8%29
257,ANF,6프리 캣 치킨,CAT,360.00,38.00,16.00,12.00,http://shopping.phinf.naver.net/main_3967252/39672528618.20231114151301.jpg,https://search.shopping.naver.com/search/all?query=ANF%206%ED%94%84%EB%A6%AC%20%EC%BA%A3%20%EC%B9%98%ED%82%A8
258,웰니스(Wellness),CORE 키튼 그레인프리,CAT,395.00,40.00,19.00,26.00,https://img.danuri.io/catalog-image/218/757/009/97a32228179a4f9bb37817444ef154d5.jpg,https://search.shopping.naver.com/search/all?query=%EC%9B%B0%EB%8B%88%EC%8A%A4%20CORE%20%ED%82%A4%ED%8A%BC%20%EA%B7%B8%EB%A0%88%EC%9D%B8%ED%94%84%EB%A6%AC
259,아카나(ACANA),퍼스트 피테 어덜트 캣,CAT,345.00,33.00,16.00,20.00,https://img.funnc.com/mobile/catpre/product/39/38448_detailView_01922089.png,https://search.shopping.naver.com/search/all?query=%EC%95%84%EC%B9%B4%EB%82%98%20%ED%8D%BC%EC%8A%A4%ED%8A%B8%20%ED%94%BC%ED%85%8C%20%EC%96%B4%EB%8D%9C%ED%8A%B8%20%EC%BA%A3
260,탐사,6프리 어덜트 연어 독,DOG,345.00,24.00,12.00,42.00,https://thumbnail7.coupangcdn.com/thumbnails/remote/492x492ex/image/retail/images/2402108393469457-b145d68f-574f-4aae-93c6-744f272a058a.jpg,https://search.shopping.naver.com/search/all?query=%ED%83%90%EC%82%AC%206%ED%94%84%EB%A6%AC%20%EC%96%B4%EB%8D%9C%ED%8A%B8%20%EC%97%B0%EC%96%B4%20%EB%8F%85
261,탐사,6프리 어덜트 치킨 독,DOG,350.00,25.00,12.00,41.00,https://img.danuri.io/catalog-image/390/180/014/ceeef6a7171f4582a27a5f9a8b0a7430.jpg,https://search.shopping.naver.com/search/all?query=%ED%83%90%EC%82%AC%206%ED%94%84%EB%A6%AC%20%EC%96%B4%EB%8D%9C%ED%8A%B8%20%EC%B9%98%ED%82%A8%20%EB%8F%85
262,닥터도비,힙앤조인트 관절건강 어덜트 독,DOG,338.00,23.00,13.00,40.00,https://cdn.011st.com/11dims/resize/600x600/quality/75/11src/product/1689523438/B.webp?999433147,https://search.shopping.naver.com/search/all?query=%EB%8B%A5%ED%84%B0%EB%8F%84%EB%B9%84%20%ED%9E%99%EC%95%A4%EC%A1%B0%EC%9D%B8%ED%8A%B8%20%EA%B4%80%EC%A0%88%EA%B1%B4%EA%B0%95%20%EC%96%B4%EB%8D%9C%ED%8A%B8%20%EB%8F%85
263,로반,잘먹잘싸 전연령 독,DOG,328.00,22.00,11.00,42.00,https://img.funnc.com/mobile/dogpre/product/98/97534_detailView_01613994.png,https://search.shopping.naver.com/search/all?query=%EB%A1%9C%EB%B0%98%20%EC%9E%98%EB%A8%B9%EC%9E%98%EC%8B%B8%20%EC%A0%84%EC%97%B0%EB%A0%B9%20%EB%8F%85
264,건강백서,전연령 생선 독,DOG,335.00,23.00,12.00,40.00,https://img.funnc.com/mobile/dogpre/product/37/36251_detailView_01066210.png,https://search.shopping.naver.com/search/all?query=%EA%B1%B4%EA%B0%95%EB%B0%B1%EC%84%9C%20%EC%A0%84%EC%97%B0%EB%A0%B9%20%EC%83%9D%EC%84%A0%20%EB%8F%85
